movieId,title,genres,movieId,imdbId
49,Lamerica (1994),Adventure|Drama,53,tt0110299
50,"Big Green, The (1995)",Children|Comedy,54,tt0112499
51,Georgia (1995),Drama,55,tt0113158
52,Home for the Holidays (1995),Drama,57,tt0113321
53,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,58,tt0110877
54,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,60,tt0113419
55,Eye for an Eye (1996),Drama|Thriller,61,tt0116260
56,Mr. Holland's Opus (1995),Drama,62,tt0113862
57,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,63,tt0116126
58,Two if by Sea (1996),Comedy|Romance,64,tt0118002
59,Bio-Dome (1996),Comedy,65,tt0115683
60,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,66,tt0116839
61,French Twist (Gazon maudit) (1995),Comedy|Romance,68,tt0113149
62,Friday (1995),Comedy,69,tt0113118
63,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,70,tt0116367
64,Fair Game (1995),Action,71,tt0113010
65,Kicking and Screaming (1995),Comedy|Drama,72,tt0113537
66,"Misérables, Les (1995)",Drama|War,73,tt0113828
67,Bed of Roses (1996),Drama|Romance,74,tt0115644
68,Big Bully (1996),Comedy|Drama,75,tt0115676
69,Screamers (1995),Action|Sci-Fi|Thriller,76,tt0114367
70,Nico Icon (1995),Documentary,77,tt0113973
71,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,78,tt0112744
72,"Juror, The (1996)",Drama|Thriller,79,tt0116731
73,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,80,tt0112445
74,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,81,tt0114660
75,Antonia's Line (Antonia) (1995),Comedy|Drama,82,tt0112379
76,Once Upon a Time... When We Were Colored (1995),Drama|Romance,83,tt0114039
77,Angels and Insects (1995),Drama|Romance,85,tt0112365
78,White Squall (1996),Action|Adventure|Drama,86,tt0118158
79,Dunston Checks In (1996),Children|Comedy,87,tt0116151
80,Black Sheep (1996),Comedy,88,tt0115697
81,Nick of Time (1995),Action|Thriller,89,tt0113972
82,Mary Reilly (1996),Drama|Horror|Thriller,92,tt0117002
83,Vampire in Brooklyn (1995),Comedy|Horror|Romance,93,tt0114825
84,Beautiful Girls (1996),Comedy|Drama|Romance,94,tt0115639
85,Broken Arrow (1996),Action|Adventure|Thriller,95,tt0115759
86,In the Bleak Midwinter (1995),Comedy|Drama,96,tt0113403
87,"Hate (Haine, La) (1995)",Crime|Drama,97,tt0113247
88,Heidi Fleiss: Hollywood Madam (1995),Documentary,99,tt0113283
89,City Hall (1996),Drama|Thriller,100,tt0115907
90,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,101,tt0115734
91,Mr. Wrong (1996),Comedy,102,tt0117102
92,Unforgettable (1996),Mystery|Sci-Fi|Thriller,103,tt0118040
93,Happy Gilmore (1996),Comedy,104,tt0116483
94,"Bridges of Madison County, The (1995)",Drama|Romance,105,tt0112579
95,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,106,tt0110251
96,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,107,tt0117110
97,Catwalk (1996),Documentary,108,tt0112646
98,Braveheart (1995),Action|Drama|War,110,tt0112573
99,Taxi Driver (1976),Crime|Drama|Thriller,111,tt0075314
100,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,112,tt0113326
101,Before and After (1996),Drama|Mystery,113,tt0115645
102,Anne Frank Remembered (1995),Documentary,116,tt0112373
103,"Young Poisoner's Handbook, The (1995)",Crime|Drama,117,tt0115033
104,If Lucy Fell (1996),Comedy|Romance,118,tt0116606
105,"Steal Big, Steal Little (1995)",Comedy,119,tt0114536
106,"Boys of St. Vincent, The (1992)",Drama,121,tt0106473
107,Boomerang (1992),Comedy|Romance,122,tt0103859
108,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,123,tt0109424
109,Flirting With Disaster (1996),Comedy,125,tt0116324
110,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,126,tt0110647
111,Jupiter's Wife (1994),Documentary,128,tt0110217
112,Pie in the Sky (1996),Comedy|Romance,129,tt0114131
113,Jade (1995),Thriller,132,tt0113451
114,Down Periscope (1996),Comedy,135,tt0116130
115,Man of the Year (1995),Documentary,137,tt0113756
116,Up Close and Personal (1996),Drama|Romance,140,tt0118055
117,"Birdcage, The (1996)",Comedy,141,tt0115685
118,"Brothers McMullen, The (1995)",Comedy,144,tt0112585
119,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,145,tt0112442
120,"Amazing Panda Adventure, The (1995)",Adventure|Children,146,tt0112342
121,"Basketball Diaries, The (1995)",Drama,147,tt0112461
122,"Awfully Big Adventure, An (1995)",Drama,148,tt0112427
123,Amateur (1994),Crime|Drama|Thriller,149,tt0109093
124,Apollo 13 (1995),Adventure|Drama|IMAX,150,tt0112384
125,Rob Roy (1995),Action|Drama|Romance|War,151,tt0114287
126,"Addiction, The (1995)",Drama|Horror,152,tt0112288
127,Batman Forever (1995),Action|Adventure|Comedy|Crime,153,tt0112462
128,Beauty of the Day (Belle de jour) (1967),Drama,154,tt0061395
129,Beyond Rangoon (1995),Adventure|Drama|War,155,tt0112495
130,Blue in the Face (1995),Comedy|Drama,156,tt0112541
131,Canadian Bacon (1995),Comedy|War,157,tt0109370
132,Casper (1995),Adventure|Children,158,tt0112642
133,Clockers (1995),Crime|Drama|Mystery,159,tt0112688
134,Congo (1995),Action|Adventure|Mystery|Sci-Fi,160,tt0112715
135,Crimson Tide (1995),Drama|Thriller|War,161,tt0112740
136,Crumb (1994),Documentary,162,tt0109508
137,Desperado (1995),Action|Romance|Western,163,tt0112851
138,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,164,tt0112857
139,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,165,tt0112864
140,"Doom Generation, The (1995)",Comedy|Crime|Drama,166,tt0112887
141,First Knight (1995),Action|Drama|Romance,168,tt0113071
142,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,169,tt0113114
143,Hackers (1995),Action|Adventure|Crime|Thriller,170,tt0113243
144,Jeffrey (1995),Comedy|Drama,171,tt0113464
145,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,172,tt0113481
146,Judge Dredd (1995),Action|Crime|Sci-Fi,173,tt0113492
147,Jury Duty (1995),Comedy,174,tt0113500
148,Kids (1995),Drama,175,tt0113540
149,Living in Oblivion (1995),Comedy,176,tt0113677
150,Lord of Illusions (1995),Horror,177,tt0113690
151,Love & Human Remains (1993),Comedy|Drama,178,tt0107447
152,Mad Love (1995),Drama|Romance,179,tt0113729
153,Mallrats (1995),Comedy|Romance,180,tt0113749
154,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,181,tt0113820
155,Mute Witness (1994),Comedy|Horror|Thriller,183,tt0110604
156,Nadja (1994),Drama,184,tt0110620
157,"Net, The (1995)",Action|Crime|Thriller,185,tt0113957
158,Nine Months (1995),Comedy|Romance,186,tt0113986
159,Party Girl (1995),Comedy,187,tt0114095
160,"Prophecy, The (1995)",Fantasy|Horror|Mystery,188,tt0114194
161,Reckless (1995),Comedy|Fantasy,189,tt0114241
162,Safe (1995),Thriller,190,tt0114323
163,"Scarlet Letter, The (1995)",Drama|Romance,191,tt0114345
164,Showgirls (1995),Drama,193,tt0114436
165,Smoke (1995),Comedy|Drama,194,tt0114478
166,Something to Talk About (1995),Comedy|Drama|Romance,195,tt0114496
167,Species (1995),Horror|Sci-Fi,196,tt0114508
168,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,198,tt0114558
169,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,199,tt0058450
170,Three Wishes (1995),Drama|Fantasy,201,tt0114663
171,Total Eclipse (1995),Drama|Romance,202,tt0114702
172,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,203,tt0114682
173,Under Siege 2: Dark Territory (1995),Action,204,tt0114781
174,Unstrung Heroes (1995),Comedy|Drama,205,tt0114798
175,Unzipped (1995),Documentary,206,tt0114805
176,"Walk in the Clouds, A (1995)",Drama|Romance,207,tt0114887
177,Waterworld (1995),Action|Adventure|Sci-Fi,208,tt0114898
178,White Man's Burden (1995),Drama,209,tt0114928
179,Wild Bill (1995),Western,210,tt0114938
180,"Browning Version, The (1994)",Drama,211,tt0109340
181,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,212,tt0112602
182,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,213,tt0111579
183,Before the Rain (Pred dozhdot) (1994),Drama|War,214,tt0110882
184,Before Sunrise (1995),Drama|Romance,215,tt0112471
185,Billy Madison (1995),Comedy,216,tt0112508
186,"Babysitter, The (1995)",Drama|Thriller,217,tt0112438
187,Boys on the Side (1995),Comedy|Drama,218,tt0112571
188,"Cure, The (1995)",Drama,219,tt0112757
189,Castle Freak (1995),Horror,220,tt0112643
190,Circle of Friends (1995),Drama|Romance,222,tt0112679
191,Clerks (1994),Comedy,223,tt0109445
192,Don Juan DeMarco (1995),Comedy|Drama|Romance,224,tt0112883
193,Disclosure (1994),Drama|Thriller,225,tt0109635
194,Drop Zone (1994),Action|Thriller,227,tt0109676
195,Destiny Turns on the Radio (1995),Comedy,228,tt0112854
196,Death and the Maiden (1994),Drama|Thriller,229,tt0109579
197,Dolores Claiborne (1995),Drama|Thriller,230,tt0109642
198,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,231,tt0109686
199,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,232,tt0111797
200,Exotica (1994),Drama,233,tt0109759
201,Exit to Eden (1994),Comedy,234,tt0109758
202,Ed Wood (1994),Comedy|Drama,235,tt0109707
203,French Kiss (1995),Action|Comedy|Romance,236,tt0113117
204,Forget Paris (1995),Comedy|Romance,237,tt0113097
205,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,238,tt0113028
206,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,239,tt0113198
207,Hideaway (1995),Thriller,240,tt0113303
208,Fluke (1995),Children|Drama,241,tt0113089
209,Farinelli: il castrato (1994),Drama|Musical,242,tt0109771
210,Gordy (1995),Children|Comedy|Fantasy,243,tt0113199
211,Hoop Dreams (1994),Documentary,246,tt0110057
212,Heavenly Creatures (1994),Crime|Drama,247,tt0110005
213,Houseguest (1994),Comedy,248,tt0110066
214,Immortal Beloved (1994),Drama|Romance,249,tt0110116
215,Heavyweights (Heavy Weights) (1995),Children|Comedy,250,tt0110006
216,"Hunted, The (1995)",Action,251,tt0113360
217,I.Q. (1994),Comedy|Romance,252,tt0110099
218,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,253,tt0110148
219,Jefferson in Paris (1995),Drama,254,tt0113463
220,"Jerky Boys, The (1995)",Comedy,255,tt0110189
221,Junior (1994),Comedy|Sci-Fi,256,tt0110216
222,Just Cause (1995),Mystery|Thriller,257,tt0113501
223,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,258,tt0113538
224,Kiss of Death (1995),Crime|Drama|Thriller,259,tt0113552
225,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,260,tt0076759
226,Little Women (1994),Drama,261,tt0110367
227,"Little Princess, A (1995)",Children|Drama,262,tt0113670
228,Ladybird Ladybird (1994),Drama,263,tt0110296
229,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,265,tt0103994
230,Legends of the Fall (1994),Drama|Romance|War|Western,266,tt0110322
231,Major Payne (1995),Comedy,267,tt0110443
232,My Crazy Life (Mi vida loca) (1993),Drama,269,tt0107566
233,Love Affair (1994),Drama|Romance,270,tt0110391
234,Losing Isaiah (1995),Drama,271,tt0113691
235,"Madness of King George, The (1994)",Comedy|Drama,272,tt0110428
236,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,273,tt0109836
237,Man of the House (1995),Comedy,274,tt0113755
238,Mixed Nuts (1994),Comedy,275,tt0110538
239,Milk Money (1994),Comedy|Romance,276,tt0110516
240,Miracle on 34th Street (1994),Drama,277,tt0110527
241,Miami Rhapsody (1995),Comedy,278,tt0113808
242,My Family (1995),Drama,279,tt0113896
243,Murder in the First (1995),Drama|Thriller,280,tt0113870
244,Nobody's Fool (1994),Comedy|Drama|Romance,281,tt0110684
245,Nell (1994),Drama,282,tt0110638
246,New Jersey Drive (1995),Crime|Drama,283,tt0113967
247,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,284,tt0117169
248,Beyond Bedlam (1993),Drama|Horror,285,tt0106402
249,Nina Takes a Lover (1994),Comedy|Romance,287,tt0110671
250,Natural Born Killers (1994),Action|Crime|Thriller,288,tt0110632
251,Only You (1994),Comedy|Romance,289,tt0110737
252,Once Were Warriors (1994),Crime|Drama,290,tt0110729
253,Poison Ivy II (1996),Drama|Thriller,291,tt0114151
254,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,292,tt0114069
255,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,293,tt0110413
256,"Perez Family, The (1995)",Comedy|Romance,294,tt0114113
257,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,295,tt0114210
258,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,296,tt0110912
259,Pushing Hands (Tui shou) (1992),Drama,298,tt0105652
260,Priest (1994),Drama,299,tt0110889
261,Quiz Show (1994),Drama,300,tt0110932
262,Picture Bride (Bijo photo) (1994),Drama|Romance,301,tt0114129
263,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,302,tt0110963
264,"Quick and the Dead, The (1995)",Action|Thriller|Western,303,tt0114214
265,Roommates (1995),Comedy|Drama,304,tt0114296
266,Ready to Wear (Pret-A-Porter) (1994),Comedy,305,tt0110907
267,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,306,tt0111495
268,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,307,tt0108394
269,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,308,tt0111507
270,Rent-a-Kid (1995),Comedy,310,tt0114268
271,Relative Fear (1994),Horror|Thriller,311,tt0110965
272,Stuart Saves His Family (1995),Comedy,312,tt0114571
273,"Swan Princess, The (1994)",Animation|Children,313,tt0111333
274,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,314,tt0111112
275,"Specialist, The (1994)",Action|Drama|Thriller,315,tt0111255
276,Stargate (1994),Action|Adventure|Sci-Fi,316,tt0111282
277,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,317,tt0111070
278,"Shawshank Redemption, The (1994)",Crime|Drama,318,tt0111161
279,Shallow Grave (1994),Comedy|Drama|Thriller,319,tt0111149
280,Suture (1993),Film-Noir|Thriller,320,tt0108260
281,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,321,tt0106966
282,Swimming with Sharks (1995),Comedy|Drama,322,tt0114594
283,"Sum of Us, The (1994)",Comedy|Drama,324,tt0111309
284,National Lampoon's Senior Trip (1995),Comedy,325,tt0113936
285,To Live (Huozhe) (1994),Drama,326,tt0110081
286,Tank Girl (1995),Action|Comedy|Sci-Fi,327,tt0114614
287,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,328,tt0114608
288,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,329,tt0111280
289,Tales from the Hood (1995),Action|Crime|Horror,330,tt0114609
290,Tom & Viv (1994),Drama,331,tt0111454
291,Village of the Damned (1995),Horror|Sci-Fi,332,tt0114852
292,Tommy Boy (1995),Comedy,333,tt0114694
293,Vanya on 42nd Street (1994),Drama,334,tt0111590
294,Underneath (1995),Mystery|Thriller,335,tt0114788
295,"Walking Dead, The (1995)",Drama|War,336,tt0114888
296,What's Eating Gilbert Grape (1993),Drama,337,tt0108550
297,Virtuosity (1995),Action|Sci-Fi|Thriller,338,tt0114857
298,While You Were Sleeping (1995),Comedy|Romance,339,tt0114924
299,"War, The (1994)",Adventure|Drama|War,340,tt0111667
300,Double Happiness (1994),Drama,341,tt0109655
301,Muriel's Wedding (1994),Comedy,342,tt0110598
302,"Baby-Sitters Club, The (1995)",Children,343,tt0112435
303,Ace Ventura: Pet Detective (1994),Comedy,344,tt0109040
304,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,345,tt0109045
305,Backbeat (1993),Drama|Musical,346,tt0106339
306,Bitter Moon (1992),Drama|Film-Noir|Romance,347,tt0104779
307,Bullets Over Broadway (1994),Comedy,348,tt0109348
308,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,349,tt0109444
309,"Client, The (1994)",Drama|Mystery|Thriller,350,tt0109446
310,"Corrina, Corrina (1994)",Comedy|Drama|Romance,351,tt0109484
311,Crooklyn (1994),Comedy|Drama,352,tt0109504
312,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,353,tt0109506
313,Cobb (1994),Drama,354,tt0109450
314,"Flintstones, The (1994)",Children|Comedy|Fantasy,355,tt0109813
315,Forrest Gump (1994),Comedy|Drama|Romance|War,356,tt0109830
316,Four Weddings and a Funeral (1994),Comedy|Romance,357,tt0109831
317,Higher Learning (1995),Drama,358,tt0113305
318,I Like It Like That (1994),Comedy|Drama|Romance,359,tt0110091
319,I Love Trouble (1994),Action|Comedy,360,tt0110093
320,It Could Happen to You (1994),Comedy|Drama|Romance,361,tt0110167
321,"Jungle Book, The (1994)",Adventure|Children|Romance,362,tt0110213
322,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,363,tt0107472
323,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,364,tt0110357
324,Little Buddha (1993),Drama,365,tt0107426
325,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,366,tt0111686
326,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,367,tt0110475
327,Maverick (1994),Adventure|Comedy|Western,368,tt0110478
328,Mrs. Parker and the Vicious Circle (1994),Drama,369,tt0110588
329,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,370,tt0110622
330,"Paper, The (1994)",Comedy|Drama,371,tt0110771
331,Reality Bites (1994),Comedy|Drama|Romance,372,tt0110950
332,Red Rock West (1992),Thriller,373,tt0105226
333,Richie Rich (1994),Children|Comedy,374,tt0110989
334,"River Wild, The (1994)",Action|Thriller,376,tt0110997
335,Speed (1994),Action|Romance|Thriller,377,tt0111257
336,Speechless (1994),Comedy|Romance,378,tt0111256
337,Timecop (1994),Action|Sci-Fi|Thriller,379,tt0111438
338,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,380,tt0111503
339,When a Man Loves a Woman (1994),Drama|Romance,381,tt0111693
340,Wolf (1994),Drama|Horror|Romance|Thriller,382,tt0111742
341,Wyatt Earp (1994),Western,383,tt0111756
342,Bad Company (1995),Action|Crime|Drama,384,tt0112443
343,"Man of No Importance, A (1994)",Drama,385,tt0110455
344,S.F.W. (1994),Drama,386,tt0111048
345,"Low Down Dirty Shame, A (1994)",Action|Comedy,387,tt0110399
346,Boys Life (1995),Drama,388,tt0112570
347,"Colonel Chabert, Le (1994)",Drama|Romance|War,389,tt0109454
348,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,390,tt0059170
349,Jason's Lyric (1994),Crime|Drama,391,tt0110186
350,Street Fighter (1994),Action|Adventure|Fantasy,393,tt0111301
351,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,405,tt0110027
352,Federal Hill (1994),Drama,406,tt0109785
353,In the Mouth of Madness (1995),Horror|Thriller,407,tt0113409
354,8 Seconds (1994),Drama,408,tt0109021
355,Above the Rim (1994),Crime|Drama,409,tt0109035
356,Addams Family Values (1993),Children|Comedy|Fantasy,410,tt0106220
357,"Age of Innocence, The (1993)",Drama,412,tt0106226
358,Airheads (1994),Comedy,413,tt0109068
359,"Air Up There, The (1994)",Comedy,414,tt0109067
360,Another Stakeout (1993),Comedy|Thriller,415,tt0106292
361,Bad Girls (1994),Western,416,tt0109198
362,Barcelona (1994),Comedy|Romance,417,tt0109219
363,Being Human (1993),Drama,418,tt0106379
364,"Beverly Hillbillies, The (1993)",Comedy,419,tt0106400
365,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,420,tt0109254
366,Black Beauty (1994),Adventure|Children|Drama,421,tt0109279
367,Blink (1994),Thriller,422,tt0109297
368,Blown Away (1994),Action|Thriller,423,tt0109303
369,Blue Chips (1994),Drama,424,tt0109305
370,Blue Sky (1994),Drama|Romance,425,tt0109306
371,Body Snatchers (1993),Horror|Sci-Fi|Thriller,426,tt0106452
372,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,427,tt0106471
373,"Bronx Tale, A (1993)",Drama,428,tt0106489
374,Cabin Boy (1994),Comedy,429,tt0109361
375,Calendar Girl (1993),Comedy|Drama,430,tt0106505
376,Carlito's Way (1993),Crime|Drama,431,tt0106519
377,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,432,tt0109439
378,Clean Slate (1994),Comedy,433,tt0109443
379,Cliffhanger (1993),Action|Adventure|Thriller,434,tt0106582
380,Coneheads (1993),Comedy|Sci-Fi,435,tt0106598
381,Color of Night (1994),Drama|Thriller,436,tt0109456
382,Cops and Robbersons (1994),Comedy,437,tt0109480
383,"Cowboy Way, The (1994)",Action|Comedy|Drama,438,tt0109493
384,Dave (1993),Comedy|Romance,440,tt0106673
385,Dazed and Confused (1993),Comedy,441,tt0106677
386,Demolition Man (1993),Action|Adventure|Sci-Fi,442,tt0106697
387,Even Cowgirls Get the Blues (1993),Comedy|Romance,444,tt0106834
388,Fatal Instinct (1993),Comedy,445,tt0106873
389,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,446,tt0106332
390,Fearless (1993),Drama,448,tt0106881
391,Fear of a Black Hat (1994),Comedy,449,tt0106880
392,With Honors (1994),Comedy|Drama,450,tt0111732
393,Flesh and Bone (1993),Drama|Mystery|Romance,451,tt0106926
394,Widows' Peak (1994),Drama,452,tt0111712
395,For Love or Money (1993),Comedy|Romance,453,tt0106941
396,"Firm, The (1993)",Drama|Thriller,454,tt0106918
397,Free Willy (1993),Adventure|Children|Drama,455,tt0106965
398,Fresh (1994),Crime|Drama|Thriller,456,tt0109842
399,"Fugitive, The (1993)",Thriller,457,tt0106977
400,Geronimo: An American Legend (1993),Drama|Western,458,tt0107004
401,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,459,tt0109890
402,Getting Even with Dad (1994),Comedy,460,tt0109891
403,Go Fish (1994),Drama|Romance,461,tt0109913
404,Hard Target (1993),Action|Adventure|Crime|Thriller,464,tt0107076
405,Hot Shots! Part Deux (1993),Action|Comedy|War,466,tt0107144
406,Live Nude Girls (1995),Comedy,467,tt0113674
407,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,468,tt0112966
408,"House of the Spirits, The (1993)",Drama|Romance,469,tt0107151
409,House Party 3 (1994),Comedy,470,tt0110064
410,"Hudsucker Proxy, The (1994)",Comedy,471,tt0110074
411,I'll Do Anything (1994),Comedy|Drama,472,tt0110097
412,In the Army Now (1994),Comedy|War,473,tt0110123
413,In the Line of Fire (1993),Action|Thriller,474,tt0107206
414,In the Name of the Father (1993),Drama,475,tt0107207
415,"Inkwell, The (1994)",Comedy|Drama,476,tt0110137
416,What's Love Got to Do with It? (1993),Drama|Musical,477,tt0108551
417,Jimmy Hollywood (1994),Comedy|Crime|Drama,478,tt0110197
418,Judgment Night (1993),Action|Crime|Thriller,479,tt0107286
419,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,480,tt0107290
420,Kalifornia (1993),Drama|Thriller,481,tt0107302
421,Killing Zoe (1994),Crime|Drama|Thriller,482,tt0110265
422,Lassie (1994),Adventure|Children,484,tt0110305
423,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,485,tt0107362
424,Life with Mikey (1993),Comedy,486,tt0107413
425,Lightning Jack (1994),Comedy|Western,487,tt0110353
426,M. Butterfly (1993),Drama|Romance,488,tt0107468
427,Made in America (1993),Comedy,489,tt0107478
428,Malice (1993),Thriller,490,tt0107497
429,"Man Without a Face, The (1993)",Drama,491,tt0107501
430,Manhattan Murder Mystery (1993),Comedy|Mystery,492,tt0107507
431,Menace II Society (1993),Action|Crime|Drama,493,tt0107554
